HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L1.3_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65127e+11	6.93308e+06	0.000499972	0	-6.02966e-16
	 	 	2	2.44758e-07	3.65127e+11	6.93308e+06	0.000499972	0	-2.00989e-16
	 	 	3	6.38534e-08	3.65127e+11	6.93308e+06	0.000499972	0	-2.61285e-15
	 	 	4	1.66149e-08	3.65127e+11	6.93308e+06	0.000499972	0	1.40692e-15
	 	 	5	4.25625e-09	3.65127e+11	6.93308e+06	0.000499972	0	-1.60791e-15
	 17	3.27185e-08	6.93308e+06	0.831668	0.555273	0.667662	0.000499972	0	-1.60791e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65127e+11	6.93308e+06	0.000499972	0	-4.01977e-16
	 	 	2	1.04919e-07	3.65127e+11	6.93308e+06	0.000499972	0	6.02966e-16
	 	 	3	2.7366e-08	3.65127e+11	6.93308e+06	0.000499972	0	0
	 	 	4	7.11996e-09	3.65127e+11	6.93308e+06	0.000499972	0	1.20593e-15
	 18	1.40995e-08	6.93308e+06	0.831668	0.555273	0.667662	0.000499972	-3.59574e-16	1.20593e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65127e+11	6.93308e+06	0.000499972	0	4.01977e-16
	 	 	2	4.53321e-08	3.65127e+11	6.93308e+06	0.000499972	0	-3.81879e-15
	 	 	3	1.18155e-08	3.65127e+11	6.93308e+06	0.000499972	0	1.40692e-15
	 	 	4	3.07149e-09	3.65127e+11	6.93308e+06	0.000499972	0	-6.02966e-16
	 19	5.9547e-09	6.93308e+06	0.831668	0.555273	0.667663	0.000499972	0	-6.02966e-16
Back to main
run time (s) 2850.42
